drug	protein	y
CHEMBL220241	O14965	12.4
CHEMBL220241	O15075	11.1
CHEMBL220241	O15264	11.2
CHEMBL220241	O15530	11.5
CHEMBL220241	O43293	12.4
CHEMBL220241	O60674	11.9
CHEMBL220241	O75116	14.4979
CHEMBL220241	O75582	13.5008
CHEMBL220241	O95819	11.1
CHEMBL220241	O96013	11.4
CHEMBL220241	O96017	11.9
CHEMBL220241	P00519	12.3
CHEMBL220241	P00533	11.8
CHEMBL220241	P04626	11.9
CHEMBL220241	P04629	11.7
CHEMBL220241	P06213	11.4
CHEMBL220241	P06239	11.7
CHEMBL220241	P06241	12.2
CHEMBL220241	P06493	11.2
CHEMBL220241	P07332	11.8
CHEMBL220241	P07333	11.7
CHEMBL220241	P07948	11.9
CHEMBL220241	P07949	12
CHEMBL220241	P08069	11.8
CHEMBL220241	P08581	11.6
CHEMBL220241	P08922	11.8
CHEMBL220241	P10721	12
CHEMBL220241	P11309	12.6
CHEMBL220241	P11362	11.4
CHEMBL220241	P12931	11.8
CHEMBL220241	P15735	11.4
CHEMBL220241	P17612	13.6
CHEMBL220241	P17948	12.5
CHEMBL220241	P22607	11.8
CHEMBL220241	P23443	14.6003
CHEMBL220241	P24941	11.9218
CHEMBL220241	P27448	11.9
CHEMBL220241	P28482	11.2
CHEMBL220241	P29317	11.6
CHEMBL220241	P29597	11.8
CHEMBL220241	P31749	12.3163
CHEMBL220241	P31751	12.185
CHEMBL220241	P35968	11.2
CHEMBL220241	P36888	11.9
CHEMBL220241	P41743	13.6
CHEMBL220241	P43405	11.9
CHEMBL220241	P45983	11.6
CHEMBL220241	P45984	11.5
CHEMBL220241	P48729	11.3
CHEMBL220241	P48730	11.2
CHEMBL220241	P49137	11.2
CHEMBL220241	P49760	11.2
CHEMBL220241	P49841	13.3
CHEMBL220241	P51617	11.2
CHEMBL220241	P51812	13.5
CHEMBL220241	P51955	11.1
CHEMBL220241	P52333	11.9
CHEMBL220241	P53350	11.2391
CHEMBL220241	P53778	11.3
CHEMBL220241	P53779	11.1
CHEMBL220241	P68400	11.3
CHEMBL220241	P78368	11.2
CHEMBL220241	Q00535	11.1
CHEMBL220241	Q06187	12
CHEMBL220241	Q08881	11.9
CHEMBL220241	Q13131	11.9
CHEMBL220241	Q13153	11.1
CHEMBL220241	Q13188	11.2
CHEMBL220241	Q13464	14.8703
CHEMBL220241	Q13554	11.2
CHEMBL220241	Q13555	11.3
CHEMBL220241	Q13557	11.3
CHEMBL220241	Q13627	11.3
CHEMBL220241	Q13976	12.9
CHEMBL220241	Q14012	11.4
CHEMBL220241	Q14680	11.9
CHEMBL220241	Q15303	11.5
CHEMBL220241	Q16288	12
CHEMBL220241	Q16513	13.7
CHEMBL220241	Q16620	11.4
CHEMBL220241	Q16644	11.1
CHEMBL220241	Q7KZI7	12
CHEMBL220241	Q96GD4	12.2
CHEMBL220241	Q96KB5	11.1
CHEMBL220241	Q96SB4	11.2
CHEMBL220241	Q9H2G2	11.9
CHEMBL220241	Q9H2X6	12.2
CHEMBL220241	Q9H4B4	11.2
CHEMBL220241	Q9HAZ1	12.3
CHEMBL220241	Q9HBH9	12.3
CHEMBL220241	Q9HCP0	11.3
CHEMBL220241	Q9NWZ3	11.1
CHEMBL220241	Q9NYL2	11.2
CHEMBL220241	Q9P1W9	11.9
CHEMBL220241	Q9UM73	12
CHEMBL220241	Q9Y6M4	11.3
CHEMBL225519	O00311	14.4415
CHEMBL225519	O00444	12.2
CHEMBL225519	O14757	11.2689
CHEMBL225519	O14920	11.1
CHEMBL225519	O14965	11.5613
CHEMBL225519	O15075	11.1
CHEMBL225519	O15264	13.2
CHEMBL225519	O15530	11.5
CHEMBL225519	O43293	13.3
CHEMBL225519	O43781	13.4
CHEMBL225519	O60674	11.8
CHEMBL225519	O75116	13.4
CHEMBL225519	O75582	11.9617
CHEMBL225519	O95819	11.6
CHEMBL225519	O96013	11.3037
CHEMBL225519	O96017	12.1825
CHEMBL225519	P00519	11.5613
CHEMBL225519	P00533	11.8
CHEMBL225519	P04626	11.9
CHEMBL225519	P04629	11.4413
CHEMBL225519	P05771	11.1
CHEMBL225519	P06213	11.3037
CHEMBL225519	P06239	11.3439
CHEMBL225519	P06241	11.4
CHEMBL225519	P06493	12.8264
CHEMBL225519	P07332	11.8
CHEMBL225519	P07333	11.7
CHEMBL225519	P07948	11.9
CHEMBL225519	P07949	11.4413
CHEMBL225519	P08069	11.8
CHEMBL225519	P08581	11.4413
CHEMBL225519	P08922	11.9
CHEMBL225519	P10721	11.6293
CHEMBL225519	P11309	11.3
CHEMBL225519	P11362	11.3439
CHEMBL225519	P12931	11.8
CHEMBL225519	P15735	11.4
CHEMBL225519	P16234	11.7
CHEMBL225519	P17612	11.4986
CHEMBL225519	P17948	11.9
CHEMBL225519	P22607	11.8
CHEMBL225519	P23443	11.8
CHEMBL225519	P24941	12.8089
CHEMBL225519	P27448	11.4
CHEMBL225519	P28482	11.4413
CHEMBL225519	P29317	11.6
CHEMBL225519	P29597	11.8
CHEMBL225519	P30530	11.8
CHEMBL225519	P31749	11.3037
CHEMBL225519	P31751	11.2
CHEMBL225519	P34947	11.6
CHEMBL225519	P35968	11.3897
CHEMBL225519	P36507	11.5
CHEMBL225519	P36888	11.6
CHEMBL225519	P41743	11.5
CHEMBL225519	P43403	11.1
CHEMBL225519	P43405	11.9
CHEMBL225519	P45983	11.5
CHEMBL225519	P45984	11.5
CHEMBL225519	P48729	13.6
CHEMBL225519	P48730	13.4
CHEMBL225519	P49137	12.6916
CHEMBL225519	P49336	14.1
CHEMBL225519	P49760	12.7
CHEMBL225519	P49841	13.1821
CHEMBL225519	P50613	11.4413
CHEMBL225519	P50750	13.8739
CHEMBL225519	P51617	13.2
CHEMBL225519	P51812	11.8
CHEMBL225519	P51955	11.3
CHEMBL225519	P52333	11.7
CHEMBL225519	P53350	12.1474
CHEMBL225519	P53667	11.6
CHEMBL225519	P53778	13.6
CHEMBL225519	P68400	11.6
CHEMBL225519	P78368	13.3
CHEMBL225519	Q00535	12.6655
CHEMBL225519	Q02750	11.6
CHEMBL225519	Q04759	13.5
CHEMBL225519	Q04771	12.1
CHEMBL225519	Q04912	11.7
CHEMBL225519	Q05397	11.4
CHEMBL225519	Q06187	11.6
CHEMBL225519	Q07912	11.5
CHEMBL225519	Q08881	11.9
CHEMBL225519	Q13131	12
CHEMBL225519	Q13153	11.1
CHEMBL225519	Q13188	11.5
CHEMBL225519	Q13464	13.1
CHEMBL225519	Q13554	11.4
CHEMBL225519	Q13555	11.6
CHEMBL225519	Q13557	11.9
CHEMBL225519	Q13627	13.8001
CHEMBL225519	Q13882	11.7
CHEMBL225519	Q13976	13.8001
CHEMBL225519	Q14012	11.3
CHEMBL225519	Q14289	11.9
CHEMBL225519	Q14680	11.9
CHEMBL225519	Q15303	11.5
CHEMBL225519	Q15759	11.1
CHEMBL225519	Q16288	11.8
CHEMBL225519	Q16513	14.4002
CHEMBL225519	Q16539	11.5
CHEMBL225519	Q16620	11.5
CHEMBL225519	Q16644	10.7751
CHEMBL225519	Q7KZI7	11.6
CHEMBL225519	Q8IU85	11.7
CHEMBL225519	Q96GD4	11.3037
CHEMBL225519	Q96KB5	12.4
CHEMBL225519	Q96RG2	12.7
CHEMBL225519	Q96SB4	11.2
CHEMBL225519	Q9BUB5	11.6735
CHEMBL225519	Q9H2G2	11.2689
CHEMBL225519	Q9H2X6	12.8
CHEMBL225519	Q9H4B4	12.4
CHEMBL225519	Q9HAZ1	14.5001
CHEMBL225519	Q9HBH9	12.9196
CHEMBL225519	Q9HCP0	12.7
CHEMBL225519	Q9NWZ3	11.2
CHEMBL225519	Q9NYL2	11.2
CHEMBL225519	Q9P1W9	12.2
CHEMBL225519	Q9UHD2	11.6
CHEMBL225519	Q9UM73	11.3439
CHEMBL225519	Q9UQM7	11.5
CHEMBL225519	Q9Y6M4	12.9
CHEMBL226403	O00311	12
CHEMBL226403	O00444	13.3
CHEMBL226403	O14757	11.2
CHEMBL226403	O14920	11.0994
CHEMBL226403	O14965	12.1
CHEMBL226403	O15075	11.1
CHEMBL226403	O15111	11.5
CHEMBL226403	O15264	11.2
CHEMBL226403	O15530	11.5
CHEMBL226403	O43293	13.7
CHEMBL226403	O43781	13.2
CHEMBL226403	O60674	11.9
CHEMBL226403	O75116	11.2
CHEMBL226403	O75582	11.2913
CHEMBL226403	O95819	12.9
CHEMBL226403	O96013	11.4
CHEMBL226403	O96017	12.9
CHEMBL226403	P00519	12.3
CHEMBL226403	P00533	11.8
CHEMBL226403	P04626	11.9
CHEMBL226403	P04629	11.7
CHEMBL226403	P06213	11.4
CHEMBL226403	P06239	11.7
CHEMBL226403	P06241	12.2
CHEMBL226403	P06493	11.005
CHEMBL226403	P07332	11.8
CHEMBL226403	P07333	11.7
CHEMBL226403	P07948	11.9
CHEMBL226403	P07949	12
CHEMBL226403	P08069	11.9
CHEMBL226403	P08581	11.6
CHEMBL226403	P08922	11.8
CHEMBL226403	P10721	12
CHEMBL226403	P11309	13.2
CHEMBL226403	P11362	11.4
CHEMBL226403	P12931	11.5
CHEMBL226403	P15735	11.7
CHEMBL226403	P17612	11.2
CHEMBL226403	P17948	12.5
CHEMBL226403	P22607	11.8
CHEMBL226403	P23443	12.1
CHEMBL226403	P24941	11.2
CHEMBL226403	P27448	11.3
CHEMBL226403	P28482	12.1188
CHEMBL226403	P29317	11.4
CHEMBL226403	P29597	11.8
CHEMBL226403	P30530	11.8
CHEMBL226403	P31749	11.2
CHEMBL226403	P31751	11.2
CHEMBL226403	P35968	11.2
CHEMBL226403	P36888	11.8
CHEMBL226403	P41743	11.4
CHEMBL226403	P43405	11.9
CHEMBL226403	P45983	12.6
CHEMBL226403	P45984	11.98
CHEMBL226403	P48729	12.1
CHEMBL226403	P48730	12.8
CHEMBL226403	P49137	14.2043
CHEMBL226403	P49760	12
CHEMBL226403	P49841	11.3
CHEMBL226403	P51617	11.4
CHEMBL226403	P51812	11.2
CHEMBL226403	P51955	11.1
CHEMBL226403	P52333	11.9
CHEMBL226403	P53350	11.2
CHEMBL226403	P53667	11.1
CHEMBL226403	P53778	11.4
CHEMBL226403	P68400	12.3
CHEMBL226403	P78368	12.6
CHEMBL226403	Q00535	11.1
CHEMBL226403	Q05397	11.9
CHEMBL226403	Q06187	12
CHEMBL226403	Q08881	11.6
CHEMBL226403	Q13131	12.1
CHEMBL226403	Q13153	11.1
CHEMBL226403	Q13188	11.2
CHEMBL226403	Q13464	11.1
CHEMBL226403	Q13554	11.3
CHEMBL226403	Q13555	11.5
CHEMBL226403	Q13557	12.2
CHEMBL226403	Q13627	14.5001
CHEMBL226403	Q13882	11.7
CHEMBL226403	Q13976	11.8
CHEMBL226403	Q14012	11.5
CHEMBL226403	Q14289	11.9
CHEMBL226403	Q14680	12
CHEMBL226403	Q15303	11.5
CHEMBL226403	Q16288	12
CHEMBL226403	Q16513	11.3
CHEMBL226403	Q16539	10.1
CHEMBL226403	Q16620	11.4
CHEMBL226403	Q16644	12.9231
CHEMBL226403	Q7KZI7	11.2
CHEMBL226403	Q96GD4	12.3
CHEMBL226403	Q96KB5	11.1
CHEMBL226403	Q96RG2	11.9
CHEMBL226403	Q96SB4	11.5
CHEMBL226403	Q9BUB5	11.3441
CHEMBL226403	Q9H2G2	11.1
CHEMBL226403	Q9H2X6	11.6
CHEMBL226403	Q9H4B4	11.2
CHEMBL226403	Q9HAZ1	13.3
CHEMBL226403	Q9HBH9	12.1
CHEMBL226403	Q9HCP0	12.7
CHEMBL226403	Q9NWZ3	11.1
CHEMBL226403	Q9NYL2	11.2
CHEMBL226403	Q9P1W9	12.5
CHEMBL226403	Q9UM73	12
CHEMBL226471	O00311	12
CHEMBL226471	O00444	12.2
CHEMBL226471	O14757	11.2
CHEMBL226471	O14920	11.0994
CHEMBL226471	O14965	11.5
CHEMBL226471	O15075	11.1
CHEMBL226471	O15111	11.5
CHEMBL226471	O15264	11.9
CHEMBL226471	O15530	11.5
CHEMBL226471	O43293	12.3
CHEMBL226471	O43781	12.8
CHEMBL226471	O60674	11.9
CHEMBL226471	O75116	11.2
CHEMBL226471	O75582	11.2913
CHEMBL226471	O95819	13.7
CHEMBL226471	O96013	11.4
CHEMBL226471	O96017	12.3
CHEMBL226471	P00519	12.3
CHEMBL226471	P00533	12.3
CHEMBL226471	P04626	11.9
CHEMBL226471	P04629	11.7
CHEMBL226471	P06213	11.4
CHEMBL226471	P06239	11.7
CHEMBL226471	P06241	12.2
CHEMBL226471	P06493	11.2079
CHEMBL226471	P07333	11.7
CHEMBL226471	P07948	11.9
CHEMBL226471	P08069	12.1
CHEMBL226471	P08581	12
CHEMBL226471	P10721	12
CHEMBL226471	P11309	12.2
CHEMBL226471	P11362	11.4
CHEMBL226471	P12931	11.4
CHEMBL226471	P15735	11.4
CHEMBL226471	P17612	11.2
CHEMBL226471	P17948	12.5
CHEMBL226471	P22607	11.8
CHEMBL226471	P23443	12.1
CHEMBL226471	P24941	11.2
CHEMBL226471	P27448	11.3
CHEMBL226471	P28482	11.7093
CHEMBL226471	P29317	11.2
CHEMBL226471	P29597	11.8
CHEMBL226471	P30530	11.9
CHEMBL226471	P31749	11.2
CHEMBL226471	P31751	11.2
CHEMBL226471	P35968	11.2
CHEMBL226471	P36888	11.7
CHEMBL226471	P45983	12.9
CHEMBL226471	P45984	12.0984
CHEMBL226471	P48729	11.8
CHEMBL226471	P48730	12.1
CHEMBL226471	P49137	11.9488
CHEMBL226471	P49760	12
CHEMBL226471	P49841	11.3
CHEMBL226471	P51617	12
CHEMBL226471	P51812	11.2
CHEMBL226471	P51955	11.1
CHEMBL226471	P52333	11.9
CHEMBL226471	P53350	11.2
CHEMBL226471	P53667	11.1
CHEMBL226471	P53778	11.8
CHEMBL226471	P68400	11.9
CHEMBL226471	P78368	12.9
CHEMBL226471	Q00535	11.1
CHEMBL226471	Q05397	11.9
CHEMBL226471	Q08881	11.9
CHEMBL226471	Q13131	11.9
CHEMBL226471	Q13153	11.1
CHEMBL226471	Q13188	11.2
CHEMBL226471	Q13464	11.1
CHEMBL226471	Q13554	11.2
CHEMBL226471	Q13555	11.3
CHEMBL226471	Q13557	11.3
CHEMBL226471	Q13627	14.1
CHEMBL226471	Q13976	11.8
CHEMBL226471	Q14012	11.3
CHEMBL226471	Q14289	11.9
CHEMBL226471	Q14680	11.9
CHEMBL226471	Q15303	11.5
CHEMBL226471	Q16513	11.2
CHEMBL226471	Q16539	10.1605
CHEMBL226471	Q16620	11.4
CHEMBL226471	Q16644	12.1122
CHEMBL226471	Q7KZI7	11.2
CHEMBL226471	Q96GD4	11.3
CHEMBL226471	Q96KB5	11.1
CHEMBL226471	Q96RG2	11.9
CHEMBL226471	Q96SB4	11.5
CHEMBL226471	Q9BUB5	11.1
CHEMBL226471	Q9H2G2	11.5
CHEMBL226471	Q9H2X6	11.6
CHEMBL226471	Q9H4B4	11.2
CHEMBL226471	Q9HAZ1	12.6
CHEMBL226471	Q9HBH9	11.9
CHEMBL226471	Q9HCP0	12.3
CHEMBL226471	Q9NWZ3	11.1
CHEMBL226471	Q9NYL2	11.2
CHEMBL226471	Q9P1W9	11.9
CHEMBL231209	O00311	12
CHEMBL231209	O00444	11.5
CHEMBL231209	O14757	11.2
CHEMBL231209	O14965	12.4
CHEMBL231209	O15075	11.1
CHEMBL231209	O15264	11.2
CHEMBL231209	O15530	11.5
CHEMBL231209	O43293	12
CHEMBL231209	O43781	11.3
CHEMBL231209	O60674	11.9
CHEMBL231209	O75116	12.6
CHEMBL231209	O75582	12.3
CHEMBL231209	O95819	11.8
CHEMBL231209	O96013	11.4
CHEMBL231209	O96017	11.9
CHEMBL231209	P00519	12.3
CHEMBL231209	P00533	11.8
CHEMBL231209	P04626	11.9
CHEMBL231209	P04629	11.7
CHEMBL231209	P06213	11.4
CHEMBL231209	P06239	12.3
CHEMBL231209	P06241	12.2
CHEMBL231209	P06493	11.2
CHEMBL231209	P07333	11.7
CHEMBL231209	P07948	12.1
CHEMBL231209	P07949	12.7
CHEMBL231209	P08069	11.8
CHEMBL231209	P08581	11.6
CHEMBL231209	P08922	11.8
CHEMBL231209	P10721	12
CHEMBL231209	P11309	11.3
CHEMBL231209	P11362	12.3
CHEMBL231209	P12931	11.8
CHEMBL231209	P15735	11.4
CHEMBL231209	P17612	11.2
CHEMBL231209	P17948	14.1
CHEMBL231209	P22607	11.8
CHEMBL231209	P23443	12.3
CHEMBL231209	P24941	11.2
CHEMBL231209	P27448	11.3
CHEMBL231209	P28482	11.2
CHEMBL231209	P29317	11.6
CHEMBL231209	P29597	11.8
CHEMBL231209	P30530	12.9
CHEMBL231209	P31749	11.2
CHEMBL231209	P31751	11.2
CHEMBL231209	P35968	13.4992
CHEMBL231209	P36888	14.5001
CHEMBL231209	P41743	11.4
CHEMBL231209	P43405	11.9
CHEMBL231209	P45983	11.6
CHEMBL231209	P45984	11.5
CHEMBL231209	P48729	11.5
CHEMBL231209	P48730	11.8
CHEMBL231209	P49137	11.2
CHEMBL231209	P49760	12.2
CHEMBL231209	P49841	11.3
CHEMBL231209	P51617	11.8
CHEMBL231209	P51812	11.3
CHEMBL231209	P51955	11.5
CHEMBL231209	P52333	11.9
CHEMBL231209	P53350	11.2
CHEMBL231209	P53667	11.2
CHEMBL231209	P53778	11.3
CHEMBL231209	P68400	11.3
CHEMBL231209	P78368	11.8
CHEMBL231209	Q00535	11.1
CHEMBL231209	Q05397	11.9
CHEMBL231209	Q06187	12
CHEMBL231209	Q08881	11.9
CHEMBL231209	Q13131	11.9
CHEMBL231209	Q13153	11.1
CHEMBL231209	Q13188	11.7
CHEMBL231209	Q13464	12.2
CHEMBL231209	Q13554	11.4
CHEMBL231209	Q13555	11.3
CHEMBL231209	Q13557	11.5
CHEMBL231209	Q13627	11.5
CHEMBL231209	Q13882	11.7
CHEMBL231209	Q13976	11.8
CHEMBL231209	Q14012	11.4
CHEMBL231209	Q14289	11.9
CHEMBL231209	Q14680	11.9
CHEMBL231209	Q15303	11.5
CHEMBL231209	Q16513	11.2
CHEMBL231209	Q16620	11.5
CHEMBL231209	Q16644	11.1
CHEMBL231209	Q7KZI7	11.2
CHEMBL231209	Q96GD4	14.2002
CHEMBL231209	Q96KB5	11.1
CHEMBL231209	Q96SB4	11.4
CHEMBL231209	Q9H2G2	11.7
CHEMBL231209	Q9H2X6	11.6
CHEMBL231209	Q9H4B4	11.8
CHEMBL231209	Q9HAZ1	12.4
CHEMBL231209	Q9HBH9	11.8
CHEMBL231209	Q9HCP0	11.5
CHEMBL231209	Q9NWZ3	11.1
CHEMBL231209	Q9NYL2	11.2
CHEMBL231209	Q9P1W9	11.9
CHEMBL231209	Q9Y6M4	11.3
CHEMBL234085	O00311	12
CHEMBL234085	O00444	11.5
CHEMBL234085	O14757	11.5
CHEMBL234085	O14965	11.9
CHEMBL234085	O15075	11.1
CHEMBL234085	O15264	11.2
CHEMBL234085	O15530	11.5
CHEMBL234085	O43293	11.4
CHEMBL234085	O43781	11.3
CHEMBL234085	O60674	14.5001
CHEMBL234085	O75116	12.5
CHEMBL234085	O75582	11.8
CHEMBL234085	O95819	11.4
CHEMBL234085	O96013	11.4
CHEMBL234085	O96017	11.9
CHEMBL234085	P00519	11.5
CHEMBL234085	P00533	11.8
CHEMBL234085	P04626	11.9
CHEMBL234085	P04629	11.6
CHEMBL234085	P06213	11.4
CHEMBL234085	P06239	11.3
CHEMBL234085	P06241	11.4
CHEMBL234085	P06493	11.2
CHEMBL234085	P07332	11.8
CHEMBL234085	P07333	11.7
CHEMBL234085	P07948	11.9
CHEMBL234085	P07949	11.5
CHEMBL234085	P08069	11.7
CHEMBL234085	P08581	11.7
CHEMBL234085	P08631	11.6
CHEMBL234085	P08922	11.6
CHEMBL234085	P10721	11.4
CHEMBL234085	P11309	11.3
CHEMBL234085	P11362	11.5
CHEMBL234085	P12931	11.8
CHEMBL234085	P15735	11.4
CHEMBL234085	P16234	11.6
CHEMBL234085	P17612	11.6
CHEMBL234085	P17948	11.5
CHEMBL234085	P22607	11.8
CHEMBL234085	P23443	11.5
CHEMBL234085	P24941	11.2
CHEMBL234085	P27448	12.3
CHEMBL234085	P29317	11.6
CHEMBL234085	P29597	13.4
CHEMBL234085	P30530	11.8
CHEMBL234085	P31749	11.2
CHEMBL234085	P31751	11.2
CHEMBL234085	P34947	11.5
CHEMBL234085	P35968	12.1
CHEMBL234085	P36507	11.5
CHEMBL234085	P36888	11.8
CHEMBL234085	P41743	11.4
CHEMBL234085	P43405	11.9
CHEMBL234085	P45983	11.4
CHEMBL234085	P45984	11.5
CHEMBL234085	P48729	11.5
CHEMBL234085	P48730	11.2
CHEMBL234085	P49137	11.2
CHEMBL234085	P49336	11.9
CHEMBL234085	P49760	11.8
CHEMBL234085	P49841	11.5
CHEMBL234085	P50613	11.5
CHEMBL234085	P50750	11.9
CHEMBL234085	P51617	11.2
CHEMBL234085	P51812	11.5
CHEMBL234085	P51955	11.5
CHEMBL234085	P52333	14.4002
CHEMBL234085	P53350	11.2
CHEMBL234085	P53667	11.6
CHEMBL234085	P53778	11.3
CHEMBL234085	P53779	11.6
CHEMBL234085	P68400	11.3
CHEMBL234085	P78368	11.2
CHEMBL234085	Q00535	11.5
CHEMBL234085	Q02750	11.6
CHEMBL234085	Q04759	11.8
CHEMBL234085	Q04771	11.5
CHEMBL234085	Q04912	11.5
CHEMBL234085	Q05397	11.3
CHEMBL234085	Q06187	11.3
CHEMBL234085	Q07912	11.5
CHEMBL234085	Q08881	11.4
CHEMBL234085	Q13131	11.6
CHEMBL234085	Q13153	11.1
CHEMBL234085	Q13188	11.6
CHEMBL234085	Q13464	12.7
CHEMBL234085	Q13554	11.2
CHEMBL234085	Q13555	11.5
CHEMBL234085	Q13557	12
CHEMBL234085	Q13627	11.8
CHEMBL234085	Q13882	11.7
CHEMBL234085	Q13976	11.8
CHEMBL234085	Q14012	11.2
CHEMBL234085	Q14289	11.9
CHEMBL234085	Q14680	12.3
CHEMBL234085	Q15303	11.5
CHEMBL234085	Q16288	11.6
CHEMBL234085	Q16513	12.7
CHEMBL234085	Q16539	11.5
CHEMBL234085	Q16620	11.5
CHEMBL234085	Q16644	11.1
CHEMBL234085	Q7KZI7	12.3
CHEMBL234085	Q8IU85	11.9
CHEMBL234085	Q96GD4	11.5
CHEMBL234085	Q96KB5	11.2
CHEMBL234085	Q96L34	12.3
CHEMBL234085	Q96RR4	11.7
CHEMBL234085	Q96SB4	11.2
CHEMBL234085	Q9H2G2	11.4
CHEMBL234085	Q9H2X6	11.6
CHEMBL234085	Q9H4B4	11.2
CHEMBL234085	Q9HAZ1	11.6
CHEMBL234085	Q9HBH9	11.1
CHEMBL234085	Q9NWZ3	11.1
CHEMBL234085	Q9NYL2	11.2
CHEMBL234085	Q9P1W9	11.9
CHEMBL234085	Q9UHD2	11.6
CHEMBL234085	Q9UM73	11.3
CHEMBL234085	Q9UQM7	11.5
CHEMBL246970	O00311	12
CHEMBL246970	O00444	11.5
CHEMBL246970	O14757	11.2
CHEMBL246970	O14965	11.9
CHEMBL246970	O15075	11.5
CHEMBL246970	O15264	11.2
CHEMBL246970	O15530	11.5
CHEMBL246970	O43293	12
CHEMBL246970	O60674	11.9
CHEMBL246970	O75116	11.2
CHEMBL246970	O75582	11.8
CHEMBL246970	O95819	12.1
CHEMBL246970	O96013	11.4
CHEMBL246970	O96017	11.9
CHEMBL246970	P00519	12.3
CHEMBL246970	P00533	11.8
CHEMBL246970	P04626	11.9
CHEMBL246970	P04629	11.7
CHEMBL246970	P06213	11.4
CHEMBL246970	P06239	11.7
CHEMBL246970	P06241	12.2
CHEMBL246970	P06493	12.1
CHEMBL246970	P07333	11.7
CHEMBL246970	P07948	11.9
CHEMBL246970	P07949	12
CHEMBL246970	P08069	11.8
CHEMBL246970	P08581	11.6
CHEMBL246970	P08922	11.8
CHEMBL246970	P10721	12
CHEMBL246970	P11309	11.5
CHEMBL246970	P11362	11.4
CHEMBL246970	P12931	11.8
CHEMBL246970	P15735	11.4
CHEMBL246970	P17612	11.4
CHEMBL246970	P22607	11.8
CHEMBL246970	P23443	11.3
CHEMBL246970	P24941	12.3
CHEMBL246970	P27448	11.3
CHEMBL246970	P28482	11.2
CHEMBL246970	P29317	11.6
CHEMBL246970	P29597	11.8
CHEMBL246970	P30530	11.8
CHEMBL246970	P31749	11.2
CHEMBL246970	P31751	11.2
CHEMBL246970	P35968	11.2
CHEMBL246970	P36888	11.7
CHEMBL246970	P41743	11.4
CHEMBL246970	P43405	11.9
CHEMBL246970	P45983	11.6
CHEMBL246970	P45984	11.5
CHEMBL246970	P48729	11.3
CHEMBL246970	P48730	11.8
CHEMBL246970	P49137	11.2
CHEMBL246970	P49760	12.2
CHEMBL246970	P49841	12.3
CHEMBL246970	P51617	12.2
CHEMBL246970	P51812	13
CHEMBL246970	P51955	11.1
CHEMBL246970	P52333	11.9
CHEMBL246970	P53778	11.3
CHEMBL246970	P68400	11.3
CHEMBL246970	P78368	11.2
CHEMBL246970	Q00535	11.7
CHEMBL246970	Q04759	12.6376
CHEMBL246970	Q05397	11.9
CHEMBL246970	Q06187	12
CHEMBL246970	Q08881	11.9
CHEMBL246970	Q13131	12.3
CHEMBL246970	Q13153	11.1
CHEMBL246970	Q13188	12.8
CHEMBL246970	Q13464	11.1
CHEMBL246970	Q13554	11.9
CHEMBL246970	Q13555	12.2
CHEMBL246970	Q13557	12.3
CHEMBL246970	Q13627	11.7
CHEMBL246970	Q13976	11.8
CHEMBL246970	Q14012	11.8
CHEMBL246970	Q14289	11.9
CHEMBL246970	Q14680	11.9
CHEMBL246970	Q15303	11.5
CHEMBL246970	Q16288	12
CHEMBL246970	Q16513	11.4
CHEMBL246970	Q16620	11.4
CHEMBL246970	Q16644	11.1
CHEMBL246970	Q7KZI7	11.3
CHEMBL246970	Q96GD4	11.7
CHEMBL246970	Q96SB4	11.2
CHEMBL246970	Q9H2G2	11.8
CHEMBL246970	Q9H2X6	11.6
CHEMBL246970	Q9HAZ1	11.1
CHEMBL246970	Q9HBH9	11.9
CHEMBL246970	Q9HCP0	11.7
CHEMBL246970	Q9NWZ3	11.1
CHEMBL246970	Q9NYL2	11.2
CHEMBL246970	Q9P1W9	11.9
CHEMBL246970	Q9UM73	12
CHEMBL246970	Q9Y6M4	11.3
CHEMBL249282	O00311	12
CHEMBL249282	O00444	11.5
CHEMBL249282	O14757	14.4365
CHEMBL249282	O14920	11.6
CHEMBL249282	O14965	12
CHEMBL249282	O15075	11.1
CHEMBL249282	O15111	11.5
CHEMBL249282	O15264	11.2
CHEMBL249282	O15530	11.5
CHEMBL249282	O43293	12
CHEMBL249282	O43781	11.3
CHEMBL249282	O60674	12.2
CHEMBL249282	O75116	11.2
CHEMBL249282	O75582	11.8
CHEMBL249282	O95819	12.9
CHEMBL249282	O96013	11.4
CHEMBL249282	O96017	12
CHEMBL249282	P00519	12.3
CHEMBL249282	P00533	11.8
CHEMBL249282	P04626	11.9
CHEMBL249282	P04629	11.7
CHEMBL249282	P06213	11.4
CHEMBL249282	P06239	11.7
CHEMBL249282	P06241	12.2
CHEMBL249282	P06493	11.2
CHEMBL249282	P07333	11.7
CHEMBL249282	P07948	11.9
CHEMBL249282	P07949	12.5
CHEMBL249282	P08069	12
CHEMBL249282	P08581	11.6
CHEMBL249282	P10721	12
CHEMBL249282	P11309	11.1
CHEMBL249282	P11362	11.4
CHEMBL249282	P12931	11.4
CHEMBL249282	P15735	12.1
CHEMBL249282	P17612	11.2
CHEMBL249282	P17948	12.5
CHEMBL249282	P22607	11.8
CHEMBL249282	P23443	11.9
CHEMBL249282	P24941	11.2
CHEMBL249282	P27448	11.7
CHEMBL249282	P28482	11.2
CHEMBL249282	P29317	11.6
